pl_rade,pl_trandep,st_teff,pl_trandur,pl_orbper,st_rad,sy_dist,pl_bmasse,label_standardized,dataset_source
7.0726104,12254.9439752,3718.0,3.493,1.7911016,0.636647,264.78,12.0,CANDIDATE,TESS
2.44767,1203.0,4526.0,3.493,17.7456043,0.72,264.78,12.0,CANDIDATE,TESS
1.7324,322.0,5508.0,3.493,0.7312783,0.97,264.78,12.0,CANDIDATE,TESS
5.31602,605.0,8482.0,3.493,0.9082202,2.18,264.78,12.0,CANDIDATE,TESS
14.794,7013.0,6293.8,3.493,4.18142,1.76,264.78,12.0,CANDIDATE,TESS
11.1893597,23465.9068147,3937.0,3.493,3.0513298,0.653572,264.78,12.0,CANDIDATE,TESS
15.1533,3450.0,5865.0,3.493,4.1279985,1.23,264.78,12.0,CANDIDATE,TESS
3.12511,639.0,6920.0,3.493,8.6000492,1.42,264.78,12.0,CANDIDATE,TESS
3.01837,667.0,5768.0,3.493,3.3206355,1.33,264.78,12.0,CANDIDATE,TESS
1.1147163,457.7909152,3625.0,3.493,3.8143009,0.504068,264.78,12.0,CONFIRMED,TESS
5.1947988,2640.3371988,5376.0,3.493,21.0562422,0.950465,264.78,12.0,CANDIDATE,TESS
9.5295926,512.9617961,4696.0,3.493,9.6994666,4.2105899,264.78,12.0,CONFIRMED,TESS
3.22711,868.0,6320.6,3.493,2.817627,1.17,264.78,12.0,FALSE POSITIVE,TESS
1.69425,561.0,5228.2,3.493,17.3840061,0.82,264.78,12.0,CANDIDATE,TESS
6.72555,2229.0,5888.0,3.493,15.9669794,1.55,264.78,12.0,CANDIDATE,TESS
4.16351,1131.0,6320.0,3.493,2.2775983,1.3,264.78,12.0,CANDIDATE,TESS
13.2168,9902.0,6024.0,3.493,3.1084574,1.3,264.78,12.0,CANDIDATE,TESS
2.56914,1177.0,5294.0,3.493,5.2729668,0.81,264.78,12.0,CANDIDATE,TESS
13.1374,4671.0,5969.0,3.493,4.0863647,1.8,264.78,12.0,CANDIDATE,TESS
2.03391,6555.0,3236.0,3.493,40.3833862,0.25,264.78,12.0,CANDIDATE,TESS
3.1012834,1251.7456152,5249.18,3.493,47.0196372,0.877877,264.78,12.0,CANDIDATE,TESS
7.84064,4488.0,5999.0,3.493,4.9131459,1.12,264.78,12.0,FALSE POSITIVE,TESS
1.71911,412.0,4269.0,3.493,2.8862017,0.64,264.78,12.0,CANDIDATE,TESS
7.3454534,16406.5561433,4708.0,3.493,14.7595601,0.569838,264.78,12.0,CANDIDATE,TESS
16.9082331,13426.2063185,5585.0,3.493,3.1290476,1.4505399,264.78,12.0,CANDIDATE,TESS
21.7455581,14780.3009546,6343.0,3.493,2.993282,1.58601,264.78,12.0,CANDIDATE,TESS
13.6239337,17290.4349881,5080.0,3.493,3.3777419,1.0408,264.78,12.0,CANDIDATE,TESS
17.0861139,11993.572763,6848.0,3.493,2.4651801,1.51554,264.78,12.0,CANDIDATE,TESS
13.3934403,7983.8270519,7587.0,3.493,4.4626647,1.3951401,264.78,12.0,CANDIDATE,TESS
16.6333557,4851.4092337,5709.6,3.493,719.0381327,1.4981,264.78,12.0,CANDIDATE,TESS
2.71286,507.0,6009.6,3.493,5.8497196,1.35,264.78,12.0,CANDIDATE,TESS
4.45158,1294.0,6009.6,3.493,1064.700399,1.35,264.78,12.0,CANDIDATE,TESS
15.7532,8819.0,5806.0,3.493,2.1376682,1.6,264.78,12.0,CANDIDATE,TESS
3.1867,1611.0,4942.0,3.493,10.5137924,0.77,264.78,12.0,CANDIDATE,TESS
1.41479,340.0,5263.0,3.493,3.7570477,0.83,264.78,12.0,CANDIDATE,TESS
2.1796,182.0,6298.0,3.493,61.5555962,1.8,264.78,12.0,CANDIDATE,TESS
3.01006,190.0,6173.0,3.493,2.6667526,2.18,264.78,12.0,FALSE POSITIVE,TESS
7.3853255,18389.5092472,5025.0,3.493,13.2341261,0.548929,264.78,12.0,CANDIDATE,TESS
13.3280613,21072.3970721,5462.0,3.493,15.3573522,0.915391,264.78,12.0,CANDIDATE,TESS
8.964682,4156.2818203,6181.58,3.493,5.83892993,1.36797,264.78,12.0,CANDIDATE,TESS
2.35848,957.0,5443.0,3.493,8.7201675,0.85,264.78,12.0,CANDIDATE,TESS
2.3982714,541.2696023,5409.22,3.493,52.7993058,1.02101,264.78,12.0,CANDIDATE,TESS
1.4862817,163.268484,5409.22,3.493,17.4757465,1.02101,264.78,12.0,CANDIDATE,TESS
2.98505,308.0,5658.0,3.493,4.4563756,1.8,264.78,12.0,CANDIDATE,TESS
6.54453,1245.0,6019.0,3.493,0.8118915,1.71,264.78,12.0,CANDIDATE,TESS
11.4366,2592.0,6282.0,3.493,13.1689848,2.2,264.78,12.0,CANDIDATE,TESS
18.8371,6221.0,6274.0,3.493,4.6504794,2.34,264.78,12.0,CANDIDATE,TESS
9.95975,11880.0,6004.1,3.493,2.8120379,0.91,264.78,12.0,CANDIDATE,TESS
16.2878,4548.0,6572.0,3.493,3.4747684,1.65,264.78,12.0,CANDIDATE,TESS
7.96127,3868.0,5713.3,3.493,6.403011,1.53,264.78,12.0,CANDIDATE,TESS
5.10457,2257.0,5847.0,3.493,6.3962557,1.13,264.78,12.0,CANDIDATE,TESS
15.2955,2706.0,4951.0,3.493,12.1252851,2.39,264.78,12.0,CANDIDATE,TESS
1.947951,352.76672,6636.0,3.493,1.996071,0.975121,264.78,12.0,FALSE POSITIVE,TESS
9.1862,7413.0,6647.0,3.493,36.6892187,1.12,264.78,12.0,CANDIDATE,TESS
16.8306,26352.0,6305.0,3.493,12.7617794,1.06,264.78,12.0,CANDIDATE,TESS
11.9013,81734.0,3340.0,3.493,2.253174,0.33,264.78,12.0,CANDIDATE,TESS
9.43868,2810.0,5408.0,3.493,7.6253466,2.19,264.78,12.0,CANDIDATE,TESS
3.96837,2502.0,5399.0,3.493,21.8153374,0.87,264.78,12.0,CANDIDATE,TESS
11.2703,48647.0,3388.0,3.493,2.202258,0.52,264.78,12.0,CANDIDATE,TESS
11.8411,7501.0,5491.0,3.493,1.0092447,1.34,264.78,12.0,CANDIDATE,TESS
9.39901,3040.0,5797.0,3.493,7.9039906,1.79,264.78,12.0,CANDIDATE,TESS
19.6737,1811.0,6919.0,3.493,7.1554749,2.78,264.78,12.0,CANDIDATE,TESS
16.0883,8480.0,5918.0,3.493,60.6825768,1.48,264.78,12.0,CANDIDATE,TESS
17.8341,9714.0,5578.5,3.493,4.8510805,1.9,264.78,12.0,CANDIDATE,TESS
16.2877,4361.0,7469.0,3.493,1.102219,2.51,264.78,12.0,CANDIDATE,TESS
18.3031,15303.0,7980.0,3.493,2.8371938,1.54,264.78,12.0,CANDIDATE,TESS
3.9587,5858.0,5659.0,3.493,2.1125062,1.028,264.78,12.0,CANDIDATE,TESS
13.7841,1731.0,5759.0,3.493,4.6745746,3.8,264.78,12.0,CANDIDATE,TESS
11.4859,3685.0,6940.0,3.493,3.3505745,2.21,264.78,12.0,CANDIDATE,TESS
7.19145,2503.0,6056.0,3.493,4.1560086,1.55,264.78,12.0,CANDIDATE,TESS
17.6176,9250.0,7662.0,3.493,1.3821651,1.94,264.78,12.0,CANDIDATE,TESS
14.8697,3584.0,6231.0,3.493,4.4264918,2.46,264.78,12.0,CANDIDATE,TESS
18.5681404,5045.1950681,7053.0,3.493,216.24584,1.59688,264.78,12.0,FALSE POSITIVE,TESS
16.1132,12272.0,6446.0,3.493,7.4156006,1.5,264.78,12.0,CANDIDATE,TESS
3.9587,6589.0,5659.0,3.493,1.8471592,1.028,264.78,12.0,CANDIDATE,TESS
11.623,4487.0,7433.0,3.493,1.1838059,1.68,264.78,12.0,CANDIDATE,TESS
4.36817,3018.0,4845.0,3.493,5.3590843,0.81,264.78,12.0,CANDIDATE,TESS
3.9587,3539.0,5659.0,3.493,2.2215349,1.028,264.78,12.0,FALSE POSITIVE,TESS
9.80945,5295.0,5769.0,3.493,17.0548288,1.38,264.78,12.0,CANDIDATE,TESS
13.7026,8242.0,6345.0,3.493,2.7945508,1.56,264.78,12.0,CANDIDATE,TESS
12.146,6195.0,6467.0,3.493,8.6145655,1.38,264.78,12.0,CANDIDATE,TESS
3.9587,5639.0,5659.0,3.493,2.4425105,1.028,264.78,12.0,CANDIDATE,TESS
3.9587,6158.0,5659.0,3.493,3.2396607,1.028,264.78,12.0,CANDIDATE,TESS
2.1505216,1010.0989222,4356.0,3.493,18.3841259,0.681407,264.78,12.0,CANDIDATE,TESS
2.7375059,1178.967443,4356.0,3.493,35.9432773,0.681407,264.78,12.0,CANDIDATE,TESS
13.1872,5493.0,6052.0,3.493,8.8182594,1.84,264.78,12.0,CANDIDATE,TESS
11.2092,5286.0,6354.0,3.493,7.0634276,1.34,264.78,12.0,CANDIDATE,TESS
3.9587,6276.0,5659.0,3.493,3.424993,1.028,264.78,12.0,CANDIDATE,TESS
15.825,11113.0,5691.0,3.493,4.6351977,1.57,264.78,12.0,CANDIDATE,TESS
3.9587,8182.0,5659.0,3.493,3.0436916,1.028,264.78,12.0,FALSE POSITIVE,TESS
10.2138,5487.0,5838.0,3.493,0.8738186,1.29,264.78,12.0,CANDIDATE,TESS
10.0797,12167.0,5583.0,3.493,18.9438583,0.95,264.78,12.0,CANDIDATE,TESS
3.9587,10597.0,5659.0,3.493,8.8691255,1.028,264.78,12.0,CANDIDATE,TESS
6.55527,1734.0,6783.0,3.493,37.8016862,1.61,264.78,12.0,CANDIDATE,TESS
15.3451,9482.0,6258.1,3.493,2.5933417,1.57,264.78,12.0,CANDIDATE,TESS
2.24794,916.0,4504.0,3.493,9.531366,0.72,264.78,12.0,CONFIRMED,TESS
2.45531,1339.0,4504.0,3.493,51.6991421,0.72,264.78,12.0,CONFIRMED,TESS
3.263156,1557.541816,4504.0,3.493,53.746482,0.842645,264.78,12.0,FALSE POSITIVE,TESS
2.03857,1020.0,4504.0,3.493,84.83869,0.72,264.78,12.0,CONFIRMED,TESS
17.4128,2669.0,7099.0,3.493,3.1739167,3.17,264.78,12.0,CANDIDATE,TESS
21.8604,2904.0,7357.0,3.493,0.9739887,1.95,264.78,12.0,FALSE POSITIVE,TESS
17.2274,124509.0,3257.0,3.493,0.3075961,0.37,264.78,12.0,CANDIDATE,TESS
13.6255,19204.0,5753.0,3.493,2.6414334,1.06,264.78,12.0,CANDIDATE,TESS
8.18265,43934.0,3437.0,3.493,21.7276636,0.4,264.78,12.0,CANDIDATE,TESS
14.8596,4963.0,6259.0,3.493,3.2966077,2.12,264.78,12.0,CANDIDATE,TESS
13.3562,3874.0,6902.0,3.493,3.3683989,2.41,264.78,12.0,CANDIDATE,TESS
3.9587,6279.0,5659.0,3.493,2.9650741,1.028,264.78,12.0,CANDIDATE,TESS
11.5324,4100.0,5672.0,3.493,8.8204144,2.07,264.78,12.0,CANDIDATE,TESS
2.2253394,1086.7362497,4316.7,3.493,35.9993588,0.651075,264.78,12.0,CANDIDATE,TESS
1.0618157,255.7891339,4316.7,3.493,1.8715209,0.651075,264.78,12.0,CANDIDATE,TESS
8.07577,2757.0,6488.0,3.493,1.2433877,1.47,264.78,12.0,CANDIDATE,TESS
3.9587,5530.0,5659.0,3.493,5.3295884,1.028,264.78,12.0,CANDIDATE,TESS
21.4506,9168.0,5298.0,3.493,1.4716633,1.07,264.78,12.0,CANDIDATE,TESS
11.9804,4275.0,6455.0,3.493,3.8282053,2.05,264.78,12.0,CANDIDATE,TESS
18.0461,3727.0,6224.0,3.493,3.5899561,2.87,264.78,12.0,CANDIDATE,TESS
12.568,10466.0,5925.9,3.493,10.6185545,1.19,264.78,12.0,CANDIDATE,TESS
3.9587,6064.0,5659.0,3.493,5.6897753,1.028,264.78,12.0,CANDIDATE,TESS
19.179,14080.0,4220.0,3.493,1.2529962,0.75,264.78,12.0,FALSE POSITIVE,TESS
16.1825,4028.0,7979.0,3.493,5.4149624,2.75,264.78,12.0,CANDIDATE,TESS
11.9861,6113.0,7162.0,3.493,3.8850223,1.48,264.78,12.0,CANDIDATE,TESS
1.5008877,977.2224915,3782.0,3.493,4.3239329,0.473141,264.78,12.0,CANDIDATE,TESS
1.5705443,943.2876093,3782.0,3.493,10.1775475,0.473141,264.78,12.0,CANDIDATE,TESS
14.8534,3524.0,6617.0,3.493,5.1879527,2.9,264.78,12.0,CANDIDATE,TESS
5.83132,10760.0,3438.0,3.493,2.4141149,0.61,264.78,12.0,CANDIDATE,TESS
16.0666,26297.0,5295.0,3.493,6.5433068,1.07,264.78,12.0,CANDIDATE,TESS
2.77467,1217.0,4244.0,3.493,1.1376981,0.74,264.78,12.0,CANDIDATE,TESS
6.67772,2503.0,5739.6,3.493,0.5289141,1.34,264.78,12.0,CANDIDATE,TESS
13.9025,12754.0,5839.1,3.493,23.2471066,1.01,264.78,12.0,CANDIDATE,TESS
9.21955,4267.0,5888.0,3.493,28.4664618,1.54,264.78,12.0,CANDIDATE,TESS
9.67861,11164.0,3576.0,3.493,1.3473988,0.64,264.78,12.0,CANDIDATE,TESS
3.99294,2215.0,5031.1,3.493,1.3432587,0.87,264.78,12.0,CANDIDATE,TESS
11.2606,126188.0,3247.0,3.493,2.6520679,0.34,264.78,12.0,CONFIRMED,TESS
1.7145308,4773.5508832,3075.0,3.493,19.2879579,0.229824,264.78,12.0,CONFIRMED,TESS
9.47171,2067.0,6571.0,3.493,0.8818115,2.14,264.78,12.0,CANDIDATE,TESS
3.63858,1157.0,6252.0,3.493,7.1467369,1.15,264.78,12.0,CANDIDATE,TESS
3.9587,4278.0,5659.0,3.493,3.1875721,1.028,264.78,12.0,CANDIDATE,TESS
3.92928,2176.0,5469.0,3.493,27.6174987,0.9,264.78,12.0,CANDIDATE,TESS
9.20623,10563.0,5481.0,3.493,8.8600515,0.97,264.78,12.0,CANDIDATE,TESS
2.15693,1071.0,4718.0,3.493,3.8949005,0.67,264.78,12.0,CANDIDATE,TESS
11.758,26801.0,3554.0,3.493,1.9299641,0.46,264.78,12.0,CANDIDATE,TESS
11.9188,3620.0,7482.0,3.493,3.338577,2.13,264.78,12.0,CANDIDATE,TESS
3.9587,5250.0,5659.0,3.493,8.8922064,1.028,264.78,12.0,CANDIDATE,TESS
2.98849,2745.5,3776.0,3.493,0.83707,0.52,264.78,12.0,FALSE POSITIVE,TESS
10.2259,4011.0,6001.8,3.493,3.0825102,1.69,264.78,12.0,CANDIDATE,TESS
12.7621,2531.0,7075.0,3.493,3.8285502,2.8,264.78,12.0,CANDIDATE,TESS
8.17498,22505.0,3468.0,3.493,8.6393678,0.56,264.78,12.0,CANDIDATE,TESS
4.28654,4086.0,5179.0,3.493,5.3913891,0.71,264.78,12.0,CANDIDATE,TESS
3.13923,1432.0,5659.0,3.493,736.5528811,0.86,264.78,12.0,FALSE POSITIVE,TESS
12.8297161,7218.2612358,5757.0,3.493,3.2509657,1.49959,264.78,12.0,CANDIDATE,TESS
2.1004549,8723.2564459,3166.0,3.493,12.9228111,0.223377,264.78,12.0,CANDIDATE,TESS
7.707781,3129.0813648,6374.4,3.493,13.723753,1.34911,264.78,12.0,CANDIDATE,TESS
15.5589079,29973.7051609,5087.0,3.493,1.7497746,0.856841,264.78,12.0,CANDIDATE,TESS
15.0290201,10435.0708429,5874.0,3.493,3.4375711,1.43119,264.78,12.0,CANDIDATE,TESS
3.9587,1113.07,3788.4,3.493,0.53079,1.028,264.78,12.0,FALSE POSITIVE,TESS
3.5741192,4017.0792074,3653.0,3.493,1.917096,0.523126,264.78,12.0,CANDIDATE,TESS
3.3862,443.0,7487.0,3.493,23.5367004,1.69,264.78,12.0,CANDIDATE,TESS
3.7424744,1434.2026954,5531.0,3.493,2.7547949,0.977544,264.78,12.0,CANDIDATE,TESS
9.1590642,13403.1636987,3718.0,3.493,0.6257352,0.593043,264.78,12.0,FALSE POSITIVE,TESS
14.4051573,4728.4740947,6223.0,3.493,4.2422767,1.92379,264.78,12.0,CANDIDATE,TESS
15.498003,2479.3671334,7465.0,3.493,2.9944941,3.0202899,264.78,12.0,CANDIDATE,TESS
10.7825,15884.0,4122.8,3.493,5.83892993,0.84,264.78,12.0,CANDIDATE,TESS
2.93142,767.0,6060.0,3.493,6.8434236,1.14,264.78,12.0,CANDIDATE,TESS
2.0097,334.0,5966.0,3.493,5.2169076,1.1,264.78,12.0,CANDIDATE,TESS
10.4314,871.0,4964.0,3.493,2.7384363,3.56,264.78,12.0,CANDIDATE,TESS
1.90058,1070.0,5031.0,3.493,12.8650769,0.81,264.78,12.0,FALSE POSITIVE,TESS
3.18123,574.0,5975.0,3.493,3.2607791,1.39,264.78,12.0,CANDIDATE,TESS
5.8283,796.0,5946.0,3.493,5.1794403,2.21,264.78,12.0,CANDIDATE,TESS
2.08605,305.0,6156.0,3.493,14.7126653,1.34,264.78,12.0,CANDIDATE,TESS
1.53572,303.0,5598.9,3.493,1.1976555,0.91,264.78,12.0,CANDIDATE,TESS
3.537073,22717.9494983,3244.0,3.493,2.6881318,0.232947,264.78,12.0,CANDIDATE,TESS
16.0263,8210.0,6026.0,3.493,1.7024504,2.0,264.78,12.0,CANDIDATE,TESS
3.9587,8963.0,5659.0,3.493,2.1570981,1.028,264.78,12.0,CANDIDATE,TESS
3.9587,9489.0,5659.0,3.493,4.773664,1.028,264.78,12.0,CANDIDATE,TESS
12.4627,36105.0,3643.0,3.493,2.8890956,0.59,264.78,12.0,CANDIDATE,TESS
1.81345,434.0,5653.0,3.493,4.109953,0.97,264.78,12.0,FALSE POSITIVE,TESS
11.9742,9275.0,6116.7,3.493,4.1223508,1.28,264.78,12.0,CANDIDATE,TESS
8.32101,3523.0,5711.0,3.493,5.6604695,1.6,264.78,12.0,CANDIDATE,TESS
3.45358,748.0,5946.0,3.493,16.3425332,0.95,264.78,12.0,CANDIDATE,TESS
17.1065,18470.0,6028.0,3.493,5.4934218,1.25,264.78,12.0,FALSE POSITIVE,TESS
12.5792,7537.0,6552.0,3.493,4.167309,1.59,264.78,12.0,CANDIDATE,TESS
13.0807,20057.0,5211.0,3.493,3.8242663,1.0,264.78,12.0,CANDIDATE,TESS
12.343,27117.0,4412.0,3.493,2.7998534,0.73,264.78,12.0,CANDIDATE,TESS
15.8933,11307.0,6156.0,3.493,2.5122863,1.53,264.78,12.0,CANDIDATE,TESS
13.559,15027.0,5913.0,3.493,4.2271814,1.2,264.78,12.0,CANDIDATE,TESS
11.8788,23864.0,4521.0,3.493,3.1540886,0.74,264.78,12.0,CANDIDATE,TESS
2.38866,203.33,6482.3,3.493,3.16043,1.52,264.78,12.0,FALSE POSITIVE,TESS
12.5338,18438.0,5269.0,3.493,5.0660693,1.0,264.78,12.0,CANDIDATE,TESS
3.9587,16049.0,5753.1,3.493,7.2229767,1.028,264.78,12.0,CANDIDATE,TESS
16.1727,16068.0,5940.0,3.493,7.7600907,1.27,264.78,12.0,CANDIDATE,TESS
9.87741,18384.0,5042.0,3.493,5.7351935,0.77,264.78,12.0,CANDIDATE,TESS
11.3715,8079.0,6343.0,3.493,3.8080897,1.38,264.78,12.0,CANDIDATE,TESS
11.7346,11801.0,5917.0,3.493,3.4844157,1.11,264.78,12.0,CANDIDATE,TESS
7.89993,3138.0,6326.0,3.493,3.5689392,1.35,264.78,12.0,CANDIDATE,TESS
7.16846,2736.0,6554.0,3.493,12.0080349,1.5,264.78,12.0,CANDIDATE,TESS
12.4438,8385.0,5978.0,3.493,3.6366231,1.44,264.78,12.0,CANDIDATE,TESS
13.5381,3792.0,7495.0,3.493,2.6343177,2.39,264.78,12.0,CANDIDATE,TESS
2.09232,315.0,6008.62,3.493,12.2877358,1.3,264.78,12.0,CANDIDATE,TESS
13.2504,3320.0,6453.0,3.493,2.2609143,2.2,264.78,12.0,CANDIDATE,TESS
7.83737,7496.0,5421.0,3.493,10.548504,0.92,264.78,12.0,CANDIDATE,TESS
6.79508,6920.0,5422.0,3.493,75.6979471,0.91,264.78,12.0,CANDIDATE,TESS
8.83849,5950.0,6110.1,3.493,36.9870862,1.14,264.78,12.0,CANDIDATE,TESS
13.9451,9278.0,6375.0,3.493,8.9093753,1.65,264.78,12.0,CANDIDATE,TESS
3.9587,10283.0,5659.0,3.493,2.7705702,1.028,264.78,12.0,CANDIDATE,TESS
12.9639,6498.0,5477.0,3.493,3.1243759,1.71,264.78,12.0,CANDIDATE,TESS
13.1539,6488.0,5566.0,3.493,3.9859545,1.71,264.78,12.0,CANDIDATE,TESS
11.3707,4872.0,5663.0,3.493,4.9030173,1.64,264.78,12.0,CANDIDATE,TESS
13.8539,12330.0,5744.0,3.493,2.9069573,1.22,264.78,12.0,CANDIDATE,TESS
2.3968761,1265.2897827,4082.0,3.493,15.3004892,0.660762,264.78,12.0,CANDIDATE,TESS
16.9425,4532.0,6167.0,3.493,7.8365317,2.21,264.78,12.0,FALSE POSITIVE,TESS
3.9587,22087.0,5659.0,3.493,1.6233128,1.028,264.78,12.0,CANDIDATE,TESS
10.1814,2193.0,6018.0,3.493,5.1869453,2.59,264.78,12.0,CANDIDATE,TESS
13.2522,4170.0,6250.7,3.493,5.3384038,2.1,264.78,12.0,CANDIDATE,TESS
8.79181,4318.0,6500.0,3.493,5.5698339,1.48,264.78,12.0,CANDIDATE,TESS
8.3598,3751.0,6319.0,3.493,9.7461668,1.6,264.78,12.0,CANDIDATE,TESS
3.9587,11040.0,5659.0,3.493,3.5191197,1.028,264.78,12.0,CANDIDATE,TESS
10.8435,10088.0,6613.0,3.493,2.3593338,1.1,264.78,12.0,CANDIDATE,TESS
13.5533,10392.0,7696.0,3.493,2.9324083,1.44,264.78,12.0,CANDIDATE,TESS
3.9587,11919.0,5659.0,3.493,16.7880823,1.028,264.78,12.0,CANDIDATE,TESS
1.10894,204.0,4907.96,3.493,1.4178596,0.76,264.78,12.0,CANDIDATE,TESS
12.2161,19405.0,4856.0,3.493,4.3041912,0.91,264.78,12.0,CANDIDATE,TESS
16.7803,13656.0,5617.0,3.493,11.0658881,1.4,264.78,12.0,CANDIDATE,TESS
20.0829,63580.0,3300.0,3.493,3.3221412,0.46,264.78,12.0,CANDIDATE,TESS
3.9587,11058.0,5659.0,3.493,3.8413801,1.028,264.78,12.0,CANDIDATE,TESS
11.984,7438.0,6095.0,3.493,3.4202745,1.6,264.78,12.0,CANDIDATE,TESS
3.9587,8323.0,5659.0,3.493,3.4940194,1.028,264.78,12.0,CANDIDATE,TESS
11.742,11063.0,5990.0,3.493,4.626302,1.22,264.78,12.0,CANDIDATE,TESS
3.9587,5455.0,5659.0,3.493,5.7694396,1.028,264.78,12.0,CANDIDATE,TESS
12.1575,19093.0,4913.0,3.493,3.930467,0.91,264.78,12.0,CANDIDATE,TESS
11.5455,6518.0,6891.0,3.493,14.3938942,1.46,264.78,12.0,CANDIDATE,TESS
2.0575829,510.1236296,5330.0,3.493,3.21264,0.88283,264.78,12.0,CANDIDATE,TESS
9.10101,4518.0,6628.0,3.493,6.8911882,1.52,264.78,12.0,CANDIDATE,TESS
12.6346,9130.0,5974.0,3.493,6.3377947,1.22,264.78,12.0,CANDIDATE,TESS
17.0131,13226.0,6059.0,3.493,2.9383886,1.54,264.78,12.0,CANDIDATE,TESS
13.2011,14256.0,5816.0,3.493,3.7352012,1.18,264.78,12.0,CANDIDATE,TESS
12.9592,12852.0,6259.0,3.493,11.5175506,1.27,264.78,12.0,FALSE POSITIVE,TESS
5.76677,1655.0,6599.0,3.493,1.6877647,1.44,264.78,12.0,CANDIDATE,TESS
3.9587,10411.0,5659.0,3.493,2.5698331,1.028,264.78,12.0,CANDIDATE,TESS
14.876,11342.0,5657.0,3.493,6.8782937,1.35,264.78,12.0,FALSE POSITIVE,TESS
12.6261,8744.0,6425.6,3.493,3.8148598,1.39,264.78,12.0,CANDIDATE,TESS
6.86956,29537.0,3374.0,3.493,6.0387706,0.41,264.78,12.0,CANDIDATE,TESS
7.2993,979.0,6173.3,3.493,0.9889446,1.5,264.78,12.0,FALSE POSITIVE,TESS
9.63776,7094.0,5977.0,3.493,8.9653531,1.15,264.78,12.0,CANDIDATE,TESS
5.14186,4691.0,5029.0,3.493,11.5588657,0.8,264.78,12.0,CANDIDATE,TESS
5.86248,4092.0,5868.0,3.493,1.4207284,0.93,264.78,12.0,CANDIDATE,TESS
5.12394,2519.0,5386.0,3.493,5.4240992,1.0,264.78,12.0,CANDIDATE,TESS
10.9525,3683.0,6271.0,3.493,5.0769983,1.9,264.78,12.0,CANDIDATE,TESS
10.0219,2192.0,6264.0,3.493,1.6831237,2.0,264.78,12.0,CANDIDATE,TESS
9.07655,795.0,5168.0,3.493,8.5748036,3.58,264.78,12.0,CANDIDATE,TESS
3.76017,573.0,6222.0,3.493,1.0495702,1.44,264.78,12.0,CANDIDATE,TESS
12.6929,13808.0,5448.0,3.493,6.2384297,1.1,264.78,12.0,CANDIDATE,TESS
8.17474,4396.0,5975.0,3.493,16.4591808,1.37,264.78,12.0,CANDIDATE,TESS
1.89253,220.0,6629.0,3.493,0.46132,1.21,264.78,12.0,FALSE POSITIVE,TESS
10.415,6379.0,5410.1,3.493,6.6308943,1.18,264.78,12.0,CANDIDATE,TESS
13.0392,11266.0,5957.0,3.493,2.3273503,1.31,264.78,12.0,CANDIDATE,TESS
9.96563,11126.0,5792.0,3.493,6.4093679,0.96,264.78,12.0,CANDIDATE,TESS
7.69521,3135.0,6657.0,3.493,49.2145201,1.55,264.78,12.0,CANDIDATE,TESS
10.598,9607.0,5533.0,3.493,10.5637482,1.08,264.78,12.0,CANDIDATE,TESS
10.1574,46257.0,3392.0,3.493,4.1723,0.49,264.78,12.0,CANDIDATE,TESS
10.7771,4722.0,6148.0,3.493,3.8789319,1.3,264.78,12.0,CANDIDATE,TESS
8.85088,5059.0,5748.0,3.493,10.3486661,1.36,264.78,12.0,CANDIDATE,TESS
7.43045,10194.0,5528.0,3.493,13.5647678,0.77,264.78,12.0,CANDIDATE,TESS
2.94972,2171.0,4004.0,3.493,11.656295,0.66,264.78,12.0,CANDIDATE,TESS
1.97562,1480.0,3653.0,3.493,4.7244442,0.5,264.78,12.0,CANDIDATE,TESS
1.0797147,441.8866633,3653.0,3.493,0.7499711,0.497204,264.78,12.0,CANDIDATE,TESS
12.1831,4742.0,6348.0,3.493,8.9197222,1.78,264.78,12.0,CANDIDATE,TESS
12.869,4490.0,6014.0,3.493,7.1304113,1.93,264.78,12.0,CANDIDATE,TESS
11.334,3799.0,5860.0,3.493,7.5801393,2.16,264.78,12.0,CANDIDATE,TESS
13.2774,6242.0,6037.8,3.493,2.2473177,1.68,264.78,12.0,CANDIDATE,TESS
8.82119,70444.0,3267.0,3.493,8.908871,0.31,264.78,12.0,CANDIDATE,TESS
6.22933,4248.0,6011.2,3.493,6.1211661,1.02,264.78,12.0,FALSE POSITIVE,TESS
8.27506,912.0,5914.0,3.493,14.2317652,3.21,264.78,12.0,CANDIDATE,TESS
12.1673,13798.0,5638.0,3.493,7.915274,1.07,264.78,12.0,CANDIDATE,TESS
15.8297,30467.0,5655.0,3.493,7.6316525,0.95,264.78,12.0,CANDIDATE,TESS
10.6888,31842.0,3734.0,3.493,3.1168715,0.61,264.78,12.0,CANDIDATE,TESS
4.69411,890.0,5648.0,3.493,1.60245,0.98,264.78,12.0,FALSE POSITIVE,TESS
5.92869,1952.0,5576.0,3.493,0.4246068,0.88,264.78,12.0,CANDIDATE,TESS
6.9571,17371.0,3195.0,3.493,4.3095502,0.27,264.78,12.0,CANDIDATE,TESS
11.1383,11290.0,5509.3,3.493,5.3346707,1.07,264.78,12.0,CANDIDATE,TESS
5.2778,1732.0,5876.0,3.493,9.0612809,1.54,264.78,12.0,CANDIDATE,TESS
14.6319,2336.0,6306.0,3.493,0.8760587,1.41,264.78,12.0,CANDIDATE,TESS
5.69421,1240.0,6708.0,3.493,2.1384533,1.41,264.78,12.0,CANDIDATE,TESS
